,URLs,Year,Week
244,https://www.pro-football-reference.com/boxscores/201212300pit.htm,2012,17
245,https://www.pro-football-reference.com/boxscores/201212300cin.htm,2012,17
246,https://www.pro-football-reference.com/boxscores/201212300det.htm,2012,17
247,https://www.pro-football-reference.com/boxscores/201212300nor.htm,2012,17
248,https://www.pro-football-reference.com/boxscores/201212300nyg.htm,2012,17
249,https://www.pro-football-reference.com/boxscores/201212300sdg.htm,2012,17
250,https://www.pro-football-reference.com/boxscores/201212300den.htm,2012,17
251,https://www.pro-football-reference.com/boxscores/201212300min.htm,2012,17
252,https://www.pro-football-reference.com/boxscores/201212300nwe.htm,2012,17
253,https://www.pro-football-reference.com/boxscores/201212300sfo.htm,2012,17
254,https://www.pro-football-reference.com/boxscores/201212300sea.htm,2012,17
255,https://www.pro-football-reference.com/boxscores/201212300was.htm,2012,17
256,https://www.pro-football-reference.com/boxscores/201309050den.htm,2013,1
257,https://www.pro-football-reference.com/boxscores/201309080buf.htm,2013,1
258,https://www.pro-football-reference.com/boxscores/201309080chi.htm,2013,1
259,https://www.pro-football-reference.com/boxscores/201309080cle.htm,2013,1
260,https://www.pro-football-reference.com/boxscores/201309080clt.htm,2013,1
261,https://www.pro-football-reference.com/boxscores/201309080det.htm,2013,1
262,https://www.pro-football-reference.com/boxscores/201309080pit.htm,2013,1
263,https://www.pro-football-reference.com/boxscores/201309080jax.htm,2013,1
264,https://www.pro-football-reference.com/boxscores/201309080nor.htm,2013,1
265,https://www.pro-football-reference.com/boxscores/201309080nyj.htm,2013,1
266,https://www.pro-football-reference.com/boxscores/201309080car.htm,2013,1
267,https://www.pro-football-reference.com/boxscores/201309080ram.htm,2013,1
268,https://www.pro-football-reference.com/boxscores/201309080sfo.htm,2013,1
269,https://www.pro-football-reference.com/boxscores/201309080dal.htm,2013,1
270,https://www.pro-football-reference.com/boxscores/201309090was.htm,2013,1
271,https://www.pro-football-reference.com/boxscores/201309090sdg.htm,2013,1
272,https://www.pro-football-reference.com/boxscores/201309120nwe.htm,2013,2
273,https://www.pro-football-reference.com/boxscores/201309150buf.htm,2013,2
274,https://www.pro-football-reference.com/boxscores/201309150clt.htm,2013,2
275,https://www.pro-football-reference.com/boxscores/201309150gnb.htm,2013,2
276,https://www.pro-football-reference.com/boxscores/201309150kan.htm,2013,2
277,https://www.pro-football-reference.com/boxscores/201309150phi.htm,2013,2
278,https://www.pro-football-reference.com/boxscores/201309150rav.htm,2013,2
279,https://www.pro-football-reference.com/boxscores/201309150atl.htm,2013,2
280,https://www.pro-football-reference.com/boxscores/201309150chi.htm,2013,2
281,https://www.pro-football-reference.com/boxscores/201309150htx.htm,2013,2
282,https://www.pro-football-reference.com/boxscores/201309150crd.htm,2013,2
283,https://www.pro-football-reference.com/boxscores/201309150tam.htm,2013,2
284,https://www.pro-football-reference.com/boxscores/201309150nyg.htm,2013,2
285,https://www.pro-football-reference.com/boxscores/201309150rai.htm,2013,2
286,https://www.pro-football-reference.com/boxscores/201309150sea.htm,2013,2
287,https://www.pro-football-reference.com/boxscores/201309160cin.htm,2013,2
288,https://www.pro-football-reference.com/boxscores/201309190phi.htm,2013,3
289,https://www.pro-football-reference.com/boxscores/201309220dal.htm,2013,3
290,https://www.pro-football-reference.com/boxscores/201309220nwe.htm,2013,3
291,https://www.pro-football-reference.com/boxscores/201309220car.htm,2013,3
292,https://www.pro-football-reference.com/boxscores/201309220cin.htm,2013,3
293,https://www.pro-football-reference.com/boxscores/201309220nor.htm,2013,3
294,https://www.pro-football-reference.com/boxscores/201309220oti.htm,2013,3
295,https://www.pro-football-reference.com/boxscores/201309220rav.htm,2013,3
296,https://www.pro-football-reference.com/boxscores/201309220was.htm,2013,3
297,https://www.pro-football-reference.com/boxscores/201309220min.htm,2013,3
298,https://www.pro-football-reference.com/boxscores/201309220mia.htm,2013,3
299,https://www.pro-football-reference.com/boxscores/201309220nyj.htm,2013,3
300,https://www.pro-football-reference.com/boxscores/201309220sfo.htm,2013,3
301,https://www.pro-football-reference.com/boxscores/201309220sea.htm,2013,3
302,https://www.pro-football-reference.com/boxscores/201309220pit.htm,2013,3
303,https://www.pro-football-reference.com/boxscores/201309230den.htm,2013,3
304,https://www.pro-football-reference.com/boxscores/201309260ram.htm,2013,4
305,https://www.pro-football-reference.com/boxscores/201309290buf.htm,2013,4
306,https://www.pro-football-reference.com/boxscores/201309290kan.htm,2013,4
307,https://www.pro-football-reference.com/boxscores/201309290det.htm,2013,4
308,https://www.pro-football-reference.com/boxscores/201309290htx.htm,2013,4
309,https://www.pro-football-reference.com/boxscores/201309290tam.htm,2013,4
310,https://www.pro-football-reference.com/boxscores/201309290cle.htm,2013,4
311,https://www.pro-football-reference.com/boxscores/201309290jax.htm,2013,4
312,https://www.pro-football-reference.com/boxscores/201309290min.htm,2013,4
313,https://www.pro-football-reference.com/boxscores/201309290oti.htm,2013,4
314,https://www.pro-football-reference.com/boxscores/201309290den.htm,2013,4
315,https://www.pro-football-reference.com/boxscores/201309290rai.htm,2013,4
316,https://www.pro-football-reference.com/boxscores/201309290sdg.htm,2013,4
317,https://www.pro-football-reference.com/boxscores/201309290atl.htm,2013,4
318,https://www.pro-football-reference.com/boxscores/201309300nor.htm,2013,4
319,https://www.pro-football-reference.com/boxscores/201310030cle.htm,2013,5
320,https://www.pro-football-reference.com/boxscores/201310060ram.htm,2013,5
321,https://www.pro-football-reference.com/boxscores/201310060chi.htm,2013,5
322,https://www.pro-football-reference.com/boxscores/201310060cin.htm,2013,5
323,https://www.pro-football-reference.com/boxscores/201310060gnb.htm,2013,5
324,https://www.pro-football-reference.com/boxscores/201310060mia.htm,2013,5
325,https://www.pro-football-reference.com/boxscores/201310060nyg.htm,2013,5
326,https://www.pro-football-reference.com/boxscores/201310060clt.htm,2013,5
327,https://www.pro-football-reference.com/boxscores/201310060oti.htm,2013,5
328,https://www.pro-football-reference.com/boxscores/201310060crd.htm,2013,5
329,https://www.pro-football-reference.com/boxscores/201310060dal.htm,2013,5
330,https://www.pro-football-reference.com/boxscores/201310060sfo.htm,2013,5
331,https://www.pro-football-reference.com/boxscores/201310060rai.htm,2013,5
332,https://www.pro-football-reference.com/boxscores/201310070atl.htm,2013,5
333,https://www.pro-football-reference.com/boxscores/201310100chi.htm,2013,6
334,https://www.pro-football-reference.com/boxscores/201310130buf.htm,2013,6
335,https://www.pro-football-reference.com/boxscores/201310130cle.htm,2013,6
336,https://www.pro-football-reference.com/boxscores/201310130kan.htm,2013,6
337,https://www.pro-football-reference.com/boxscores/201310130rav.htm,2013,6
338,https://www.pro-football-reference.com/boxscores/201310130htx.htm,2013,6
339,https://www.pro-football-reference.com/boxscores/201310130nyj.htm,2013,6
340,https://www.pro-football-reference.com/boxscores/201310130tam.htm,2013,6
341,https://www.pro-football-reference.com/boxscores/201310130min.htm,2013,6
342,https://www.pro-football-reference.com/boxscores/201310130den.htm,2013,6
343,https://www.pro-football-reference.com/boxscores/201310130sea.htm,2013,6
